"PolicyID","PolicyType","PolicyForm","Employment_status","BusinessClass","Perperson_Policylimit","PerOccurrence_PolicyLimit","CombinedSingleLimit","ClaimID","PolicyLimitPerInjury"
"P289033",2,1,"Y",7,0,0,1000000,"CLM65033",1000000
"P278656",1,1,"Y",14,0,1000000,1000000,"CLM54656",1000000
"P286792",4,2,"Y",19,0,500000,0,"CLM62792",500000
"P286419",2,1,"N",10,100000,300000,0,"CLM62419",100000
"P291308",2,1,"Y",7,0,0,1000000,"CLM67308",1000000
"P283377",1,1,"Y",8,0,1000000,0,"CLM59377",1000000
"P284077",4,2,"Y",19,0,200000,0,"CLM60077",200000
"P288154",1,1,"Y",6,0,0,1000000,"CLM64154",1000000
"P282520",2,1,"Y",7,0,500040,0,"CLM58520",500040
"P289879",2,1,"Y",8,0,0,5000000,"CLM65879",5000000
"P276053",4,1,"N",19,0,500000,0,"CLM52053",500000
"P283438",2,1,"Y",14,0,0,1000000,"CLM59438",1000000
"P277874",2,1,"Y",7,0,0,1000000,"CLM53874",1000000
"P292621",2,1,"N",26,0,300000,0,"CLM68621",300000
"P287762",1,1,"Y",6,0,1000000,0,"CLM63762",1000000
"P278113",2,1,"Y",7,0,0,100051,"CLM54113",100051
"P283842",1,1,"Y",14,0,1000000,0,"CLM59842",1000000
"P281012",2,2,"Y",26,0,0,2000000,"CLM57012",2000000
"P291539",4,2,"N",26,0,1000000,0,"CLM67539",1000000
"P282164",2,1,"Y",10,250000,250000,0,"CLM58164",250000
"P286274",2,1,"Y",7,0,0,5000000,"CLM62274",5000000
"P289816",1,1,"N",26,0,500000,0,"CLM65816",500000
"P293190",2,1,"N",7,0,0,1000012,"CLM69190",1000012
"P276963",2,1,"Y",8,0,0,1000000,"CLM52963",1000000
"P283804",1,1,"Y",3,0,1000000,0,"CLM59804",1000000
"P277080",2,1,"Y",26,0,0,500000,"CLM53080",500000
"P278063",2,1,"N",26,25000,50000,0,"CLM54063",25000
"P292624",3,1,"Y",26,0,1000000,0,"CLM68624",1000000
"P279032",1,1,"Y",8,0,0,1000000,"CLM55032",1000000
"P285939",2,1,"Y",26,0,0,1000000,"CLM61939",1000000
"P285543",2,1,"Y",7,0,1000040,0,"CLM61543",1000040
"P287038",3,1,"Y",8,0,0,1000000,"CLM63038",1000000
"P279160",2,1,"Y",26,0,0,250000,"CLM55160",250000
"P292185",2,1,"Y",7,0,0,750000,"CLM68185",750000
"P282011",2,1,"Y",7,0,0,1000025,"CLM58011",1000025
"P283343",2,1,"Y",24,0,0,1000000,"CLM59343",1000000
"P284436",2,1,"N",26,0,0,1000000,"CLM60436",1000000
"P282317",3,1,"N",1,0,1000000,0,"CLM58317",1000000
"P276967",2,1,"Y",7,0,0,2000000,"CLM52967",2000000
"P288392",2,1,"Y",8,0,0,500000,"CLM64392",500000
"P290017",2,1,"N",7,0,0,1000000,"CLM66017",1000000
"P292919",1,1,"N",7,0,1000000,0,"CLM68919",1000000
"P287909",4,1,"Y",19,0,200000,0,"CLM63909",200000
"P280716",2,1,"N",8,0,0,300000,"CLM56716",300000
"P284346",3,1,"Y",10,0,0,1000000,"CLM60346",1000000
"P282850",2,1,"N",8,0,500005,0,"CLM58850",500005
"P275560",2,1,"Y",7,0,0,1000000,"CLM51560",1000000
"P293971",2,1,"N",26,0,0,100000,"CLM69971",100000
"P287755",2,1,"N",15,0,0,1000001,"CLM63755",1000001
"P275744",1,1,"N",15,0,500000,0,"CLM51744",500000
"P290217",2,1,"Y",8,0,500000,0,"CLM66217",500000
"P280725",2,1,"Y",12,0,0,1000000,"CLM56725",1000000
"P285529",4,1,"N",19,0,200000,0,"CLM61529",200000
"P285857",2,1,"Y",26,0,0,1000000,"CLM61857",1000000
"P285330",1,1,"N",16,0,1000000,0,"CLM61330",1000000
"P279547",2,1,"Y",26,0,0,1000000,"CLM55547",1000000
"P279580",2,1,"Y",7,0,0,750000,"CLM55580",750000
"P291188",4,2,"Y",26,0,200000,0,"CLM67188",200000
"P275734",2,1,"N",7,0,0,500000,"CLM51734",500000
"P292708",2,1,"N",7,0,0,100115,"CLM68708",100115
"P283905",2,1,"Y",6,0,0,2000000,"CLM59905",2000000
"P291196",2,1,"N",11,0,500016,500016,"CLM67196",500016
"P293308",4,2,"Y",19,0,500000,0,"CLM69308",500000
"P291119",1,1,"Y",14,0,1000000,0,"CLM67119",1000000
"P292359",2,1,"Y",7,25000,50000,0,"CLM68359",25000
"P281364",2,1,"N",10,0,0,1000000,"CLM57364",1000000
"P276852",1,1,"Y",26,0,0,1000000,"CLM52852",1000000
"P280509",1,1,"Y",8,0,0,1000000,"CLM56509",1000000
"P292458",2,1,"N",8,0,2000000,0,"CLM68458",2000000
"P287064",2,1,"N",7,0,0,1000000,"CLM63064",1000000
"P280290",2,1,"Y",7,0,0,1000000,"CLM56290",1000000
"P289165",3,1,"Y",26,0,1000000,0,"CLM65165",1000000
"P285781",3,1,"N",8,0,1000000,0,"CLM61781",1000000
"P282486",2,1,"N",8,0,0,1000000,"CLM58486",1000000
"P287277",1,1,"Y",1,0,1000000,0,"CLM63277",1000000
"P284898",1,1,"N",16,0,0,1000000,"CLM60898",1000000
"P280452",1,1,"N",14,0,1000000,0,"CLM56452",1000000
"P282132",2,1,"Y",7,0,0,1000050,"CLM58132",1000050
"P284042",1,1,"N",7,0,1000000,0,"CLM60042",1000000
"P291883",2,1,"Y",8,0,0,1000000,"CLM67883",1000000
"P280379",1,1,"N",26,0,2000000,0,"CLM56379",2000000
"P283860",2,1,"Y",7,0,0,1000000,"CLM59860",1000000
"P282804",1,1,"N",8,0,1000000,0,"CLM58804",1000000
"P283966",2,1,"N",14,0,0,1000000,"CLM59966",1000000
"P288417",2,1,"N",8,100000,300000,0,"CLM64417",100000
"P288097",2,1,"Y",26,0,0,100000,"CLM64097",100000
"P287553",2,1,"Y",8,1000000,0,0,"CLM63553",1000000
"P277443",3,1,"Y",14,0,0,1000000,"CLM53443",1000000
"P280005",2,1,"Y",6,0,0,1000000,"CLM56005",1000000
"P293573",2,1,"N",26,0,0,300000,"CLM69573",300000
"P288967",2,1,"N",14,0,1000000,0,"CLM64967",1000000
"P284610",1,1,"N",26,0,0,1000000,"CLM60610",1000000
"P286970",2,1,"N",14,0,1000000,1000000,"CLM62970",1000000
"P283631",2,1,"N",7,0,0,1000000,"CLM59631",1000000
"P275595",2,1,"N",7,1000016,1000016,1000016,"CLM51595",1000016
"P279342",1,1,"Y",8,0,0,1000000,"CLM55342",1000000
"P282257",1,1,"Y",8,0,1000000,0,"CLM58257",1000000
"P281564",2,1,"Y",14,0,0,1000000,"CLM57564",1000000
"P294200",2,1,"N",7,0,0,750005,"CLM70200",750005
"P284743",2,1,"Y",9,0,10000000,0,"CLM60743",10000000
"P275013",2,1,"Y",6,0,0,1000000,"CLM51013",1000000
"P275295",4,1,"N",26,0,2000000,0,"CLM51295",2000000
"P290997",2,1,"N",8,1000000,1000000,1000000,"CLM66997",1000000
"P279130",2,1,"Y",8,0,1000000,0,"CLM55130",1000000
"P287512",2,1,"N",14,0,0,300000,"CLM63512",300000
"P285876",4,1,"Y",22,0,5000000,5000000,"CLM61876",5000000
"P285265",2,1,"N",26,50000,100000,0,"CLM61265",50000
"P280795",4,2,"Y",19,0,200000,600000,"CLM56795",200000
"P277794",1,1,"N",26,0,0,1000000,"CLM53794",1000000
"P291629",2,1,"N",7,0,0,500000,"CLM67629",500000
"P285611",2,1,"Y",26,0,1000000,0,"CLM61611",1000000
"P278958",1,1,"Y",8,0,0,50000000,"CLM54958",50000000
"P278413",2,1,"N",18,0,0,500000,"CLM54413",500000
"P283943",2,1,"Y",10,0,0,500000,"CLM59943",500000
"P290769",4,2,"N",19,0,1000000,0,"CLM66769",1000000
"P275770",2,1,"Y",8,500000,500000,500000,"CLM51770",500000
"P275210",2,1,"Y",14,0,0,100000,"CLM51210",100000
"P287181",2,1,"Y",7,0,0,1000025,"CLM63181",1000025
"P287095",1,1,"N",6,0,1000000,0,"CLM63095",1000000
"P291820",4,2,"Y",19,0,200000,0,"CLM67820",200000
"P283970",2,1,"N",4,0,0,1000000,"CLM59970",1000000
"P279632",2,1,"N",7,1000000,1000000,1000000,"CLM55632",1000000
"P290263",2,1,"Y",7,0,0,1000000,"CLM66263",1000000
"P278248",1,1,"Y",26,0,0,1000000,"CLM54248",1000000
"P293777",2,1,"Y",7,1000025,0,1000025,"CLM69777",1000025
"P276596",2,1,"Y",8,250000,500000,0,"CLM52596",250000
"P276800",4,2,"Y",19,0,200000,0,"CLM52800",200000
"P277117",2,1,"Y",26,0,0,1000000,"CLM53117",1000000
"P294078",2,1,"N",7,0,0,1000000,"CLM70078",1000000
"P284017",1,1,"Y",14,0,0,1000000,"CLM60017",1000000
"P278148",1,1,"Y",26,0,1000000,0,"CLM54148",1000000
"P281811",2,1,"Y",26,0,0,1000000,"CLM57811",1000000
"P281818",1,1,"Y",8,0,0,2000000,"CLM57818",2000000
"P280748",3,1,"Y",8,0,0,1000000,"CLM56748",1000000
"P289867",1,1,"Y",17,0,1000000,0,"CLM65867",1000000
"P275153",1,1,"N",8,0,0,750000,"CLM51153",750000
"P288028",2,1,"Y",7,0,1000000,0,"CLM64028",1000000
"P293398",2,1,"Y",26,0,0,1000000,"CLM69398",1000000
"P277741",1,1,"N",10,0,1000000,0,"CLM53741",1000000
"P293595",2,1,"Y",7,0,0,500010,"CLM69595",500010
"P285972",2,1,"Y",10,100000,300000,0,"CLM61972",100000
"P277859",2,1,"Y",22,0,2000000,0,"CLM53859",2000000
"P293137",2,1,"Y",26,0,1000000,0,"CLM69137",1000000
"P278202",3,1,"Y",26,0,0,1000000,"CLM54202",1000000
"P292179",4,2,"N",19,0,500000,0,"CLM68179",500000
"P287833",4,1,"Y",22,0,5000000,5000000,"CLM63833",5000000
"P286132",2,1,"Y",26,1000000,1000000,1000000,"CLM62132",1000000
"P283569",3,1,"Y",8,0,0,1000000,"CLM59569",1000000
"P287865",2,1,"N",15,0,0,1000000,"CLM63865",1000000
"P290804",1,1,"Y",16,0,0,1000000,"CLM66804",1000000
"P280677",2,1,"Y",9,250000,500000,0,"CLM56677",250000
"P279807",1,1,"Y",8,0,0,1000000,"CLM55807",1000000
"P275451",2,1,"Y",3,0,0,1000000,"CLM51451",1000000
"P280832",2,1,"N",26,0,0,1000001,"CLM56832",1000001
"P285666",2,1,"Y",14,0,0,500000,"CLM61666",500000
"P278731",3,1,"Y",17,0,1000000,0,"CLM54731",1000000
"P290622",1,1,"Y",10,0,1000000,0,"CLM66622",1000000
"P277518",2,1,"Y",1,100000,300000,0,"CLM53518",100000
"P286610",2,1,"Y",26,1000000,1000000,1000000,"CLM62610",1000000
"P290131",2,1,"N",7,0,0,500000,"CLM66131",500000
"P291075",2,1,"N",14,0,0,1000000,"CLM67075",1000000
"P286582",4,1,"Y",23,0,500000,500000,"CLM62582",500000
"P288178",4,2,"Y",19,0,500000,0,"CLM64178",500000
"P292780",2,1,"Y",7,0,0,500000,"CLM68780",500000
"P284162",4,2,"N",23,0,1000000,3000000,"CLM60162",1000000
"P281320",2,1,"Y",14,0,500000,0,"CLM57320",500000
"P293628",2,1,"N",14,0,0,300000,"CLM69628",300000
"P284778",3,1,"Y",14,0,21000,0,"CLM60778",21000
"P282539",2,1,"Y",8,0,0,1000000,"CLM58539",1000000
"P286811",2,1,"Y",26,0,0,1000040,"CLM62811",1000040
"P283216",2,1,"Y",14,0,1000000,0,"CLM59216",1000000
"P281670",2,1,"N",7,0,1000016,1000016,"CLM57670",1000016
"P287581",2,1,"Y",26,0,0,1000001,"CLM63581",1000001
"P285147",2,1,"N",7,0,0,1000025,"CLM61147",1000025
"P292988",2,1,"N",7,0,0,1000000,"CLM68988",1000000
"P276892",1,1,"Y",26,0,0,1000000,"CLM52892",1000000
"P287406",2,1,"Y",7,0,0,1000025,"CLM63406",1000025
"P281026",1,1,"Y",15,0,0,1000000,"CLM57026",1000000
"P282582",2,1,"Y",8,0,0,1000000,"CLM58582",1000000
"P280061",2,1,"N",9,0,0,500000,"CLM56061",500000
"P284363",2,1,"Y",26,250000,500000,0,"CLM60363",250000
"P283668",3,1,"N",18,0,1000000,0,"CLM59668",1000000
"P278336",4,2,"Y",19,0,500000,0,"CLM54336",500000
"P284597",2,1,"Y",7,0,0,1000000,"CLM60597",1000000
"P291082",2,1,"N",14,0,0,1000000,"CLM67082",1000000
"P281764",2,1,"Y",8,0,0,1000000,"CLM57764",1000000
"P290304",3,1,"Y",9,0,0,500000,"CLM66304",500000
"P278327",2,1,"Y",8,0,1000000,0,"CLM54327",1000000
"P278719",2,1,"Y",15,0,0,1000000,"CLM54719",1000000
"P277644",2,1,"Y",26,0,0,1000000,"CLM53644",1000000
"P281484",2,1,"N",14,0,0,1000000,"CLM57484",1000000
"P284144",2,1,"Y",14,0,0,1000000,"CLM60144",1000000
"P281135",2,1,"N",1,0,0,500025,"CLM57135",500025
"P288685",2,1,"Y",26,0,0,100001,"CLM64685",100001
"P294148",2,2,"Y",14,0,0,1000000,"CLM70148",1000000
"P278233",2,1,"N",7,0,0,1000000,"CLM54233",1000000
"P283282",2,1,"Y",26,1000000,0,0,"CLM59282",1000000
"P293550",2,1,"Y",14,0,0,1000000,"CLM69550",1000000
"P289062",1,1,"N",8,0,1000000,0,"CLM65062",1000000
"P284437",2,1,"Y",26,0,0,1000000,"CLM60437",1000000
"P281550",4,2,"Y",19,0,200000,600000,"CLM57550",200000
"P279340",3,1,"Y",26,0,1000000,1000000,"CLM55340",1000000
"P292664",2,1,"N",7,0,0,1000005,"CLM68664",1000005
"P283218",3,1,"N",16,0,1000000,0,"CLM59218",1000000
"P279801",2,1,"N",18,0,0,10000,"CLM55801",10000
"P282208",2,1,"Y",7,0,1000000,0,"CLM58208",1000000
"P287126",1,1,"Y",14,0,0,1000000,"CLM63126",1000000
"P278278",4,1,"N",23,0,2000000,0,"CLM54278",2000000
"P291896",2,1,"Y",7,0,0,1000000,"CLM67896",1000000
"P286941",4,2,"Y",19,0,2000000,0,"CLM62941",2000000
"P277613",2,1,"Y",26,0,0,1000000,"CLM53613",1000000
"P287002",2,1,"N",7,0,0,1000001,"CLM63002",1000001
"P275554",2,1,"Y",6,0,500000,0,"CLM51554",500000
"P287686",2,1,"N",26,0,1000000,0,"CLM63686",1000000
"P287304",2,1,"Y",15,1000000,0,0,"CLM63304",1000000
"P288440",2,1,"Y",14,500000,500000,0,"CLM64440",500000
"P280604",1,1,"Y",14,0,0,300000,"CLM56604",300000
"P279586",3,1,"N",6,0,2000000,0,"CLM55586",2000000
"P288757",1,1,"Y",8,0,1000000,1000000,"CLM64757",1000000
"P279808",2,1,"N",7,0,0,5000000,"CLM55808",5000000
"P288851",2,1,"N",3,1000000,0,0,"CLM64851",1000000
"P284026",2,1,"Y",8,0,0,1000000,"CLM60026",1000000
"P283698",2,1,"Y",8,0,0,500025,"CLM59698",500025
"P286010",3,1,"N",18,0,1000000,0,"CLM62010",1000000
"P280981",2,1,"N",6,1000000,0,0,"CLM56981",1000000
"P292500",2,1,"N",8,0,0,1000000,"CLM68500",1000000
"P281452",1,1,"Y",6,0,1000000,0,"CLM57452",1000000
"P292554",2,1,"N",26,0,0,750000,"CLM68554",750000
"P285444",2,1,"N",15,0,100000,0,"CLM61444",100000
"P279012",1,1,"Y",8,0,0,50000000,"CLM55012",50000000
"P287767",3,1,"N",26,0,1000000,0,"CLM63767",1000000
"P288923",3,1,"Y",8,0,0,1000000,"CLM64923",1000000
"P281950",1,1,"Y",9,0,500000,0,"CLM57950",500000
"P275091",1,1,"Y",8,0,2000000,0,"CLM51091",2000000
"P289069",2,1,"Y",8,0,0,500000,"CLM65069",500000
"P281482",3,1,"Y",8,0,1000000,1000000,"CLM57482",1000000
"P287459",2,1,"N",7,0,0,500000,"CLM63459",500000
"P292217",2,1,"Y",14,0,1000000,0,"CLM68217",1000000
"P294164",3,1,"N",8,0,2000000,1000000,"CLM70164",2000000
"P277163",2,1,"Y",15,0,0,1000000,"CLM53163",1000000
"P275867",2,1,"Y",8,0,0,1000000,"CLM51867",1000000
"P284717",2,1,"N",7,0,0,1000000,"CLM60717",1000000
"P280584",2,1,"Y",26,50000,100000,0,"CLM56584",50000
"P291893",5,1,"N",9,0,0,500000,"CLM67893",500000
"P276119",2,1,"Y",7,0,0,1000000,"CLM52119",1000000
"P292745",3,1,"Y",26,0,0,1000000,"CLM68745",1000000
"P290048",2,1,"N",7,0,0,6000000,"CLM66048",6000000
"P275719",1,1,"Y",26,0,0,1000000,"CLM51719",1000000
"P285833",2,1,"Y",7,0,300000,0,"CLM61833",300000
"P275207",2,1,"Y",8,750000,0,750000,"CLM51207",750000
"P284127",2,1,"Y",7,1000000,1000000,1000000,"CLM60127",1000000
"P291024",2,1,"Y",9,300000,300000,300000,"CLM67024",300000
"P284268",2,1,"Y",8,0,0,1000000,"CLM60268",1000000
"P290800",2,1,"Y",7,1000000,0,0,"CLM66800",1000000
"P290699",2,1,"N",6,0,0,2000000,"CLM66699",2000000
"P291086",3,1,"N",1,0,1000000,0,"CLM67086",1000000
"P280360",2,1,"Y",7,0,0,500000,"CLM56360",500000
"P279300",3,1,"Y",14,0,0,1000000,"CLM55300",1000000
"P277837",2,1,"Y",19,0,0,1000000,"CLM53837",1000000
"P284413",2,1,"Y",7,0,0,1000025,"CLM60413",1000025
"P275161",3,1,"N",8,0,0,1000000,"CLM51161",1000000
"P277162",4,2,"Y",19,0,500000,0,"CLM53162",500000
"P282603",4,2,"N",19,0,1000000,0,"CLM58603",1000000
"P281952",3,1,"Y",8,0,0,1000000,"CLM57952",1000000
"P282777",4,2,"N",19,0,1000000,0,"CLM58777",1000000
"P291909",3,1,"Y",8,0,1000000,1000000,"CLM67909",1000000
"P290305",3,1,"Y",9,0,0,500000,"CLM66305",500000
"P289159",2,1,"N",7,0,0,500000,"CLM65159",500000
"P290805",2,1,"N",26,0,0,1000025,"CLM66805",1000025
"P293538",2,1,"N",6,0,0,1000000,"CLM69538",1000000
"P285982",2,1,"N",7,0,0,1000000,"CLM61982",1000000
"P293409",2,1,"Y",7,0,0,1000000,"CLM69409",1000000
"P290394",2,1,"Y",14,0,0,1000025,"CLM66394",1000025
"P285065",4,1,"N",19,0,0,800000,"CLM61065",800000
"P276457",3,1,"Y",26,0,1000000,0,"CLM52457",1000000
"P290129",2,1,"Y",8,0,0,1000000,"CLM66129",1000000
"P286305",2,1,"Y",7,0,0,1000000,"CLM62305",1000000
"P275180",1,1,"Y",14,0,0,1000000,"CLM51180",1000000
"P277384",2,1,"Y",3,0,0,1000000,"CLM53384",1000000
"P276646",4,1,"Y",22,0,5000000,5000000,"CLM52646",5000000
"P293695",3,1,"Y",8,0,0,1000000,"CLM69695",1000000
"P280589",1,1,"N",8,0,1000000,0,"CLM56589",1000000
"P284401",4,1,"N",23,0,1000000,0,"CLM60401",1000000
"P286356",2,1,"N",7,0,0,1000000,"CLM62356",1000000
"P278706",1,1,"N",8,0,0,1000000,"CLM54706",1000000
"P292073",3,1,"Y",8,0,0,1000000,"CLM68073",1000000
"P280059",2,1,"Y",8,0,0,1000000,"CLM56059",1000000
"P293690",5,1,"N",7,0,0,9250000,"CLM69690",9250000
"P283518",2,1,"N",1,0,0,300000,"CLM59518",300000
"P290813",2,2,"N",1,500000,0,0,"CLM66813",500000
"P279420",2,1,"Y",7,0,0,1000000,"CLM55420",1000000
"P280840",2,1,"Y",1,25000,50000,0,"CLM56840",25000
"P290311",4,1,"Y",22,0,5000000,5000000,"CLM66311",5000000
"P283727",2,1,"Y",8,0,0,500000,"CLM59727",500000
"P279604",2,1,"Y",1,0,0,500001,"CLM55604",500001
"P280357",2,1,"N",7,0,0,500000,"CLM56357",500000
"P288840",2,2,"Y",7,0,0,1000000,"CLM64840",1000000
"P283115",2,1,"Y",7,0,0,1000000,"CLM59115",1000000
"P283771",2,1,"Y",14,1000000,0,0,"CLM59771",1000000
"P278740",4,1,"N",22,0,5000000,5000000,"CLM54740",5000000
"P280788",2,1,"Y",8,0,0,1000000,"CLM56788",1000000
"P293085",2,1,"Y",7,0,0,500000,"CLM69085",500000
"P280438",2,1,"Y",6,500000,500000,0,"CLM56438",500000
"P281962",4,1,"N",22,0,5000000,5000000,"CLM57962",5000000
"P292133",2,1,"Y",14,0,0,1000000,"CLM68133",1000000
"P292237",1,1,"Y",16,0,0,1000000,"CLM68237",1000000
"P288864",2,1,"Y",8,0,0,500000,"CLM64864",500000
"P291985",2,1,"N",10,0,2000000,0,"CLM67985",2000000
"P280702",2,1,"N",9,100000,300000,0,"CLM56702",100000
"P278724",1,1,"N",26,0,1000000,0,"CLM54724",1000000
"P283595",2,1,"Y",14,1000000,1000000,1000000,"CLM59595",1000000
"P276015",2,1,"Y",7,5000000,5000000,5000000,"CLM52015",5000000
"P284675",2,1,"Y",8,0,0,1000000,"CLM60675",1000000
"P275806",2,1,"Y",22,0,0,1000000,"CLM51806",1000000
"P279330",2,1,"Y",26,0,0,1000000,"CLM55330",1000000
"P279621",2,1,"Y",1,0,0,1000000,"CLM55621",1000000
"P281569",2,1,"N",26,0,0,1000001,"CLM57569",1000001
"P281486",2,1,"N",26,0,0,100000000,"CLM57486",100000000
"P289754",1,1,"Y",7,0,1000000,0,"CLM65754",1000000
"P284095",4,2,"Y",19,0,1000000,0,"CLM60095",1000000
"P279684",2,1,"Y",8,0,0,500000,"CLM55684",500000
"P287822",2,1,"Y",8,0,0,1000000,"CLM63822",1000000
"P292978",2,1,"Y",26,25000,50000,0,"CLM68978",25000
"P284984",2,1,"Y",26,0,0,1000000,"CLM60984",1000000
"P288371",2,1,"Y",8,0,0,500000,"CLM64371",500000
"P287549",2,1,"Y",26,0,0,1000000,"CLM63549",1000000
"P276332",2,1,"Y",14,0,0,500000,"CLM52332",500000
"P279449",2,1,"Y",7,0,0,1000000,"CLM55449",1000000
"P282889",2,1,"N",26,0,0,500001,"CLM58889",500001
"P292205",4,2,"N",19,0,200000,0,"CLM68205",200000
"P287559",1,1,"Y",15,0,0,1000000,"CLM63559",1000000
"P287794",3,1,"N",8,0,0,500000,"CLM63794",500000
"P285122",2,1,"Y",8,0,0,1000000,"CLM61122",1000000
"P282435",2,1,"Y",7,0,0,1000000,"CLM58435",1000000
"P286898",2,1,"N",26,25000,50000,50000,"CLM62898",25000
"P290386",2,1,"N",14,0,1000000,0,"CLM66386",1000000
"P291140",1,1,"Y",14,0,1000000,0,"CLM67140",1000000
"P277950",3,1,"N",26,0,1000000,0,"CLM53950",1000000
"P287120",2,1,"Y",7,1000000,0,0,"CLM63120",1000000
"P290751",2,1,"Y",15,0,0,1000000,"CLM66751",1000000
"P287366",2,1,"N",7,0,0,300000,"CLM63366",300000
"P290707",3,1,"Y",8,0,0,1000000,"CLM66707",1000000
"P275290",1,1,"Y",26,0,5000000,0,"CLM51290",5000000
"P284362",2,1,"N",7,0,1000016,1000016,"CLM60362",1000016
"P286105",2,1,"Y",8,0,0,1000000,"CLM62105",1000000
"P282506",2,1,"Y",14,0,1000000,1000000,"CLM58506",1000000
"P280412",4,1,"Y",22,0,5000000,5000000,"CLM56412",5000000
"P279599",4,1,"N",22,0,100000,0,"CLM55599",100000
"P292858",2,1,"Y",8,1000000,0,0,"CLM68858",1000000
"P280385",2,1,"Y",7,1000000,0,0,"CLM56385",1000000
"P282993",3,1,"N",18,0,1000000,1000000,"CLM58993",1000000
"P284680",3,1,"N",6,0,1000000,0,"CLM60680",1000000
"P280986",1,1,"Y",26,0,0,1000000,"CLM56986",1000000
"P283649",2,1,"Y",15,0,0,1000000,"CLM59649",1000000
"P285322",2,1,"N",14,100000,300000,0,"CLM61322",100000
"P294018",2,1,"Y",8,0,0,1000000,"CLM70018",1000000
"P289061",2,1,"N",14,0,0,2000000,"CLM65061",2000000
"P281242",2,1,"Y",26,0,0,500000,"CLM57242",500000
"P284441",1,1,"N",14,0,0,1000000,"CLM60441",1000000
"P277639",2,1,"Y",14,0,0,1000000,"CLM53639",1000000
"P276191",2,1,"Y",7,500016,500016,500016,"CLM52191",500016
"P283391",2,1,"N",6,0,0,1000000,"CLM59391",1000000
"P291473",2,1,"N",7,0,500016,500016,"CLM67473",500016
"P293381",2,1,"Y",7,0,0,1000000,"CLM69381",1000000
"P283477",2,1,"Y",8,500000,500000,0,"CLM59477",500000
"P289657",1,1,"Y",7,0,1000000,0,"CLM65657",1000000
"P289751",2,1,"Y",7,0,0,1000000,"CLM65751",1000000
"P279765",2,1,"N",7,20000,0,0,"CLM55765",20000
"P277550",2,1,"N",9,100000,0,0,"CLM53550",100000
"P280514",2,1,"Y",8,0,1000000,0,"CLM56514",1000000
"P282987",2,1,"Y",7,0,0,1000000,"CLM58987",1000000
"P287021",2,1,"N",6,1000000,0,0,"CLM63021",1000000
"P285352",1,1,"Y",14,0,0,2000000,"CLM61352",2000000
"P288333",1,1,"Y",8,0,0,1000000,"CLM64333",1000000
"P285715",2,1,"N",7,0,0,1000000,"CLM61715",1000000
"P278779",4,2,"N",19,0,1000000,3000000,"CLM54779",1000000
"P279573",2,1,"Y",7,0,0,1000000,"CLM55573",1000000
"P286062",4,2,"Y",26,0,2000000,0,"CLM62062",2000000
"P278040",2,2,"Y",7,0,0,1000000,"CLM54040",1000000
"P279236",3,1,"N",9,0,0,1000000,"CLM55236",1000000
"P288311",2,1,"Y",26,0,0,500001,"CLM64311",500001
"P277488",2,1,"Y",7,0,0,1000000,"CLM53488",1000000
"P292567",4,2,"Y",19,0,200000,0,"CLM68567",200000
"P285860",2,1,"N",14,100000,300000,0,"CLM61860",100000
"P293735",1,1,"Y",8,0,500000,0,"CLM69735",500000
"P283030",4,1,"N",22,0,5000000,5000000,"CLM59030",5000000
"P285409",2,1,"Y",7,0,0,5000000,"CLM61409",5000000
"P284643",2,1,"Y",9,0,0,1000000,"CLM60643",1000000
"P291485",2,1,"N",8,0,0,1000000,"CLM67485",1000000
"P294064",3,1,"Y",26,0,1000000,0,"CLM70064",1000000
"P290488",2,1,"N",6,1000000,1000000,1000000,"CLM66488",1000000
"P289260",2,1,"Y",8,1000000,0,0,"CLM65260",1000000
"P275416",2,1,"Y",6,0,0,1000000,"CLM51416",1000000
"P286053",2,1,"Y",14,1000000,1000000,1000000,"CLM62053",1000000
"P280427",2,1,"N",23,0,0,500000,"CLM56427",500000
"P280238",2,1,"Y",26,0,0,500000,"CLM56238",500000
"P290773",2,1,"Y",7,0,1000000,0,"CLM66773",1000000
"P286225",2,1,"Y",7,0,0,1000000,"CLM62225",1000000
"P277332",2,1,"Y",26,1000000,1000000,1000000,"CLM53332",1000000
"P276661",2,1,"N",10,0,0,1000000,"CLM52661",1000000
"P285556",3,1,"N",8,0,1000000,0,"CLM61556",1000000
"P291651",2,1,"N",7,0,0,1000025,"CLM67651",1000025
"P291647",2,1,"N",14,0,0,1000001,"CLM67647",1000001
"P288599",2,1,"Y",14,1000000,0,0,"CLM64599",1000000
"P286605",2,1,"Y",8,0,1000000,0,"CLM62605",1000000
"P290279",2,1,"Y",7,1000000,2000000,0,"CLM66279",1000000
"P276909",4,2,"Y",19,0,2000000,0,"CLM52909",2000000
"P287102",2,1,"Y",10,0,1000000,0,"CLM63102",1000000
"P290543",2,1,"Y",26,0,0,1000001,"CLM66543",1000001
"P281092",3,1,"Y",26,0,1000000,0,"CLM57092",1000000
"P277585",1,1,"Y",8,0,0,350000,"CLM53585",350000
"P275160",3,1,"Y",8,0,1000000,0,"CLM51160",1000000
"P280038",2,1,"Y",7,1000000,0,0,"CLM56038",1000000
"P277798",2,1,"N",8,0,0,1000000,"CLM53798",1000000
"P290369",2,1,"N",26,5000000,0,0,"CLM66369",5000000
"P283689",4,2,"N",19,0,500000,0,"CLM59689",500000
